	season	yr	mnth	weathersit	temp	hum	windspeed	cnt
348	4	0	12	2	0.4225	0.634167	0.268042	3709.0
349	4	0	12	2	0.375	0.500417	0.260575	3577.0
350	4	0	12	2	0.258333	0.560833	0.243167	2739.0
351	4	0	12	1	0.238333	0.58625	0.16977899999999999	2431.0
352	4	0	12	1	0.276667	0.6375	0.172896	3403.0
353	4	0	12	2	0.385833	0.595417	0.06157080000000001	3750.0
354	1	0	12	2	0.428333	0.858333	0.2214	2660.0
355	1	0	12	2	0.423333	0.7575	0.047275	3068.0
356	1	0	12	1	0.37333299999999997	0.68625	0.274246	2209.0
357	1	0	12	1	0.3025	0.5425	0.190304	1011.0
358	1	0	12	1	0.274783	0.681304	0.155091	754.0
359	1	0	12	1	0.321739	0.506957	0.239465	1317.0
360	1	0	12	2	0.325	0.7625	0.18845	1162.0
361	1	0	12	1	0.29913	0.503913	0.29396100000000003	2302.0
362	1	0	12	1	0.248333	0.574167	0.11941199999999999	2423.0
363	1	0	12	1	0.311667	0.636667	0.13433699999999998	2999.0
364	1	0	12	1	0.41	0.615833	0.220154	2485.0
365	1	1	1	1	0.37	0.6925	0.192167	2294.0
366	1	1	1	1	0.273043	0.381304	0.329665	1951.0
367	1	1	1	1	0.15	0.44125	0.365671	2236.0
368	1	1	1	2	0.1075	0.414583	0.1847	2368.0
369	1	1	1	1	0.265833	0.524167	0.129987	3272.0
370	1	1	1	1	0.334167	0.542083	0.167908	4098.0
371	1	1	1	1	0.393333	0.531667	0.174758	4521.0
372	1	1	1	1	0.3375	0.465	0.19154200000000002	3425.0
373	1	1	1	2	0.224167	0.701667	0.0989	2376.0
374	1	1	1	1	0.308696	0.646522	0.187552	3598.0
375	1	1	1	2	0.274167	0.8475	0.131221	2177.0
376	1	1	1	2	0.3825	0.802917	0.18096700000000002	4097.0
377	1	1	1	1	0.274167	0.5075	0.378108	3214.0
378	1	1	1	1	0.18	0.4575	0.187183	2493.0
379	1	1	1	1	0.166667	0.419167	0.251258	2311.0
380	1	1	1	1	0.19	0.5225	0.23135799999999998	2298.0
381	1	1	1	2	0.37304299999999996	0.716087	0.34913	2935.0
382	1	1	1	1	0.303333	0.443333	0.179108	3376.0
383	1	1	1	1	0.19	0.4975	0.220158	3292.0
384	1	1	1	2	0.2175	0.45	0.20275	3163.0
385	1	1	1	2	0.173333	0.83125	0.222642	1301.0
386	1	1	1	2	0.1625	0.79625	0.199638	1977.0
387	1	1	1	2	0.218333	0.91125	0.11070799999999999	2432.0
388	1	1	1	1	0.3425	0.835833	0.123767	4339.0
389	1	1	1	1	0.294167	0.64375	0.161071	4270.0
390	1	1	1	2	0.341667	0.769583	0.07339580000000001	4075.0
391	1	1	1	2	0.425	0.74125	0.342667	3456.0
392	1	1	1	1	0.315833	0.543333	0.210829	4023.0
393	1	1	1	1	0.2825	0.31125	0.24005	3243.0
394	1	1	1	1	0.269167	0.400833	0.215792	3624.0
395	1	1	1	1	0.39	0.416667	0.261817	4509.0
396	1	1	2	1	0.469167	0.507917	0.189067	4579.0
397	1	1	2	2	0.399167	0.672917	0.187187	3761.0
398	1	1	2	1	0.313333	0.526667	0.17849600000000002	4151.0
399	1	1	2	2	0.264167	0.779583	0.121896	2832.0
400	1	1	2	2	0.265833	0.687917	0.175996	2947.0
401	1	1	2	1	0.282609	0.622174	0.1538	3784.0
402	1	1	2	1	0.354167	0.49625	0.147379	4375.0
403	1	1	2	2	0.25666700000000003	0.722917	0.133721	2802.0
404	1	1	2	1	0.265	0.562083	0.194037	3830.0
405	1	1	2	2	0.280833	0.54	0.11692899999999999	3831.0
406	1	1	2	3	0.224167	0.73125	0.289796	2169.0
407	1	1	2	1	0.1275	0.46458299999999997	0.179108	1529.0
408	1	1	2	1	0.2225	0.41125	0.167283	3422.0
409	1	1	2	2	0.31916700000000003	0.50875	0.141179	3922.0
410	1	1	2	1	0.348333	0.53125	0.1816	4169.0
411	1	1	2	2	0.31666700000000003	0.7529170000000001	0.091425	3005.0
412	1	1	2	1	0.343333	0.634583	0.205846	4154.0
413	1	1	2	1	0.346667	0.534583	0.190929	4318.0
414	1	1	2	2	0.28	0.515833	0.253112	2689.0
415	1	1	2	1	0.28	0.507826	0.22908299999999998	3129.0
416	1	1	2	1	0.287826	0.594348	0.205717	3777.0
417	1	1	2	1	0.395833	0.567917	0.234471	4773.0
418	1	1	2	1	0.454167	0.554583	0.190913	5062.0
419	1	1	2	2	0.4075	0.7375	0.237567	3487.0
420	1	1	2	1	0.290833	0.395833	0.179108	2732.0
421	1	1	2	1	0.279167	0.41	0.205229	3389.0
422	1	1	2	1	0.366667	0.490833	0.26803299999999997	4322.0
423	1	1	2	1	0.359167	0.395833	0.193417	4363.0
424	1	1	2	2	0.344348	0.804783	0.179117	1834.0
425	1	1	3	1	0.485833	0.615417	0.226987	4990.0
426	1	1	3	2	0.353333	0.657083	0.144904	3194.0
427	1	1	3	2	0.414167	0.62125	0.161079	4066.0
428	1	1	3	1	0.325833	0.403333	0.334571	3423.0
429	1	1	3	1	0.243333	0.50625	0.228858	3333.0
430	1	1	3	1	0.258333	0.456667	0.200875	3956.0
431	1	1	3	1	0.404167	0.513333	0.345779	4916.0
432	1	1	3	1	0.5275	0.5675	0.179108	5382.0
433	1	1	3	2	0.410833	0.407083	0.179108	4569.0
434	1	1	3	1	0.2875	0.35041700000000003	0.22575	4118.0
435	1	1	3	1	0.361739	0.47695699999999996	0.22258699999999998	4911.0
436	1	1	3	1	0.466667	0.489167	0.207713	5298.0
437	1	1	3	1	0.565	0.6175	0.23695	5847.0
438	1	1	3	1	0.5725	0.507083	0.11506199999999998	6312.0
439	1	1	3	1	0.5575	0.579583	0.149883	6192.0
440	1	1	3	2	0.43583299999999997	0.842083	0.113192	4378.0
442	1	1	3	2	0.4725	0.81	0.126883	5892.0
443	1	1	3	1	0.545	0.72875	0.16231700000000002	6153.0
444	1	1	3	1	0.560833	0.807917	0.121271	6093.0
445	2	1	3	2	0.531667	0.82125	0.08955830000000001	6230.0
446	2	1	3	1	0.554167	0.83125	0.11756199999999999	6871.0
448	2	1	3	2	0.5025	0.885417	0.19278299999999998	3372.0
449	2	1	3	2	0.4375	0.880833	0.220775	4996.0
450	2	1	3	1	0.445833	0.477917	0.179108	5558.0
451	2	1	3	1	0.323333	0.29	0.187192	5102.0
452	2	1	3	1	0.484167	0.48125	0.291671	5698.0
453	2	1	3	1	0.494167	0.43916700000000003	0.31965	6133.0
454	2	1	3	2	0.37	0.580833	0.138067	5459.0
457	2	1	4	1	0.433913	0.5043479999999999	0.312139	5936.0
458	2	1	4	1	0.466667	0.396667	0.100133	6772.0
459	2	1	4	1	0.541667	0.469583	0.180975	6436.0
460	2	1	4	1	0.435	0.374167	0.219529	6457.0
461	2	1	4	1	0.403333	0.377083	0.300388	6460.0
463	2	1	4	1	0.5	0.275833	0.232596	5169.0
464	2	1	4	1	0.489167	0.3175	0.358196	5585.0
465	2	1	4	1	0.446667	0.435	0.249375	5918.0
466	2	1	4	1	0.348696	0.46956499999999995	0.295274	4862.0
467	2	1	4	1	0.3975	0.46625	0.290429	5409.0
468	2	1	4	1	0.4425	0.408333	0.155471	6398.0
471	2	1	4	1	0.664167	0.561667	0.284829	6370.0
472	2	1	4	1	0.608333	0.390417	0.273629	6691.0
473	2	1	4	2	0.463333	0.569167	0.16791199999999998	4367.0
474	2	1	4	1	0.49833299999999997	0.6125	0.0659292	6565.0
475	2	1	4	1	0.526667	0.694583	0.149871	7290.0
477	2	1	4	3	0.396667	0.835417	0.344546	1027.0
478	2	1	4	2	0.321667	0.766667	0.303496	3214.0
479	2	1	4	1	0.413333	0.454167	0.249383	5633.0
480	2	1	4	1	0.476667	0.427917	0.11879200000000001	6196.0
481	2	1	4	2	0.49833299999999997	0.756667	0.176625	5026.0
482	2	1	4	1	0.4575	0.400833	0.34763299999999997	6233.0
483	2	1	4	2	0.37666700000000003	0.489583	0.129975	4220.0
484	2	1	4	1	0.458333	0.587083	0.116908	6304.0
485	2	1	4	2	0.464167	0.57	0.171638	5572.0
486	2	1	5	2	0.613333	0.659583	0.156096	5740.0
487	2	1	5	1	0.564167	0.797083	0.138058	6169.0
488	2	1	5	2	0.56	0.768333	0.133696	6421.0
489	2	1	5	1	0.6275	0.735417	0.162938	6296.0
491	2	1	5	2	0.5625	0.74	0.14987899999999998	6359.0
492	2	1	5	2	0.5375	0.664167	0.230721	6273.0
493	2	1	5	2	0.581667	0.685833	0.296029	5728.0
494	2	1	5	2	0.575	0.744167	0.216412	4717.0
495	2	1	5	1	0.505833	0.552083	0.31406300000000004	6572.0
496	2	1	5	1	0.533333	0.360417	0.23693699999999998	7030.0
498	2	1	5	1	0.6125	0.57625	0.225117	6118.0
499	2	1	5	2	0.573333	0.789583	0.21269200000000002	2843.0
500	2	1	5	2	0.611667	0.794583	0.147392	5115.0
501	2	1	5	1	0.636667	0.697917	0.122512	7424.0
502	2	1	5	1	0.593333	0.52	0.229475	7384.0
503	2	1	5	1	0.564167	0.523333	0.136817	7639.0
506	2	1	5	2	0.598333	0.81125	0.233204	4359.0
507	2	1	5	2	0.615	0.765833	0.11816700000000001	6073.0
508	2	1	5	2	0.621667	0.774583	0.102	5260.0
509	2	1	5	1	0.655	0.716667	0.172896	6770.0
510	2	1	5	1	0.68	0.7470829999999999	0.14055	6734.0
514	2	1	5	1	0.7225	0.6845829999999999	0.2954	5743.0
515	2	1	5	2	0.656667	0.67	0.134329	6855.0
516	2	1	5	1	0.68	0.492917	0.195279	7338.0
517	2	1	6	2	0.654167	0.755417	0.23756300000000002	4127.0
520	2	1	6	1	0.5975	0.487083	0.284833	6998.0
521	2	1	6	2	0.540833	0.613333	0.209575	7001.0
522	2	1	6	1	0.554167	0.61125	0.077125	7055.0
523	2	1	6	1	0.6025	0.567083	0.15735	7494.0
524	2	1	6	1	0.649167	0.467917	0.17538299999999998	7736.0
526	2	1	6	1	0.726667	0.538333	0.133721	6598.0
527	2	1	6	2	0.720833	0.587917	0.207713	6664.0
528	2	1	6	2	0.6533329999999999	0.833333	0.21454600000000001	4972.0
529	2	1	6	1	0.655833	0.582083	0.343279	7421.0
530	2	1	6	1	0.648333	0.569583	0.253733	7363.0
531	2	1	6	1	0.639167	0.589583	0.176617	7665.0
534	2	1	6	2	0.568333	0.777917	0.174746	5099.0
535	2	1	6	1	0.688333	0.69	0.148017	6825.0
536	2	1	6	1	0.7825	0.592083	0.11381199999999998	6211.0
537	3	1	6	1	0.805833	0.567917	0.11878699999999999	5905.0
538	3	1	6	1	0.7775	0.57375	0.182842	5823.0
541	3	1	6	1	0.7158329999999999	0.504167	0.300383	6779.0
542	3	1	6	1	0.630833	0.37333299999999997	0.347642	7442.0
543	3	1	6	1	0.6975	0.36	0.271775	7335.0
544	3	1	6	1	0.749167	0.4225	0.17165	6879.0
545	3	1	6	1	0.834167	0.48875	0.165417	5463.0
546	3	1	6	1	0.765	0.60125	0.161071	5687.0
547	3	1	7	1	0.815833	0.51875	0.16852899999999998	5531.0
548	3	1	7	1	0.781667	0.447083	0.195267	6227.0
549	3	1	7	1	0.780833	0.492083	0.126237	6660.0
551	3	1	7	1	0.8275	0.457917	0.194029	6241.0
552	3	1	7	1	0.828333	0.450833	0.146142	6207.0
553	3	1	7	1	0.861667	0.492083	0.163554	4840.0
554	3	1	7	1	0.8225	0.57375	0.125629	4672.0
555	3	1	7	2	0.710833	0.683333	0.180975	6569.0
556	3	1	7	2	0.720833	0.6675	0.15173699999999998	6290.0
557	3	1	7	1	0.716667	0.633333	0.15173299999999998	7264.0
558	3	1	7	1	0.7158329999999999	0.529583	0.146775	7446.0
559	3	1	7	2	0.731667	0.485833	0.08085	7499.0
561	3	1	7	1	0.745833	0.717917	0.166667	6031.0
562	3	1	7	1	0.763333	0.645	0.164187	6830.0
563	3	1	7	1	0.818333	0.505833	0.114429	6786.0
564	3	1	7	1	0.793333	0.577083	0.137442	5713.0
565	3	1	7	1	0.77	0.600417	0.165429	6591.0
566	3	1	7	2	0.665833	0.844167	0.208967	5870.0
567	3	1	7	3	0.595833	0.865417	0.2133	4459.0
569	3	1	7	1	0.741667	0.694167	0.138683	6966.0
570	3	1	7	1	0.750833	0.655	0.211454	7592.0
571	3	1	7	1	0.724167	0.45	0.1648	8173.0
572	3	1	7	1	0.776667	0.5966670000000001	0.28481300000000004	6861.0
573	3	1	7	1	0.781667	0.594583	0.15299200000000002	6904.0
574	3	1	7	1	0.755833	0.613333	0.15735	6685.0
575	3	1	7	1	0.7216670000000001	0.62375	0.170396	6597.0
576	3	1	7	1	0.730833	0.66875	0.153617	7105.0
577	3	1	7	1	0.713333	0.704167	0.165425	7216.0
578	3	1	8	1	0.7175	0.6775	0.141179	7580.0
579	3	1	8	1	0.7525	0.659583	0.129354	7261.0
580	3	1	8	2	0.765833	0.6425	0.215792	7175.0
582	3	1	8	1	0.769167	0.6525	0.290421	5464.0
583	3	1	8	2	0.7525	0.654167	0.129354	7013.0
584	3	1	8	2	0.735833	0.70375	0.116908	7273.0
585	3	1	8	2	0.75	0.672917	0.1107	7534.0
586	3	1	8	1	0.755833	0.620417	0.1561	7286.0
587	3	1	8	2	0.7158329999999999	0.7158329999999999	0.238813	5786.0
588	3	1	8	2	0.6925	0.732917	0.206479	6299.0
589	3	1	8	1	0.700833	0.530417	0.122512	6544.0
590	3	1	8	1	0.720833	0.545417	0.136212	6883.0
591	3	1	8	1	0.726667	0.686667	0.169158	6784.0
592	3	1	8	1	0.706667	0.619583	0.169771	7347.0
593	3	1	8	1	0.719167	0.519167	0.141796	7605.0
594	3	1	8	1	0.723333	0.570833	0.231354	7148.0
596	3	1	8	2	0.635833	0.711667	0.08645	4549.0
597	3	1	8	2	0.635833	0.734167	0.12997899999999998	6530.0
598	3	1	8	1	0.649167	0.67375	0.07277080000000001	7006.0
599	3	1	8	1	0.6675	0.677083	0.0702833	7375.0
600	3	1	8	1	0.695833	0.635833	0.08459580000000001	7765.0
601	3	1	8	2	0.7025	0.615	0.07214580000000001	7582.0
602	3	1	8	2	0.661667	0.712917	0.244408	6053.0
603	3	1	8	2	0.6533329999999999	0.845833	0.228858	5255.0
604	3	1	8	1	0.703333	0.730417	0.128733	6917.0
605	3	1	8	1	0.728333	0.62	0.190925	7040.0
606	3	1	8	1	0.685	0.552083	0.112562	7697.0
607	3	1	8	1	0.706667	0.590417	0.0771167	7713.0
608	3	1	8	1	0.764167	0.5875	0.168533	7350.0
611	3	1	9	1	0.7075	0.790833	0.151121	6034.0
612	3	1	9	1	0.725833	0.755	0.236321	6864.0
613	3	1	9	1	0.736667	0.74125	0.187808	7112.0
614	3	1	9	2	0.696667	0.810417	0.142421	6203.0
615	3	1	9	1	0.703333	0.73625	0.171646	7504.0
616	3	1	9	2	0.6591670000000001	0.799167	0.281104	5976.0
618	3	1	9	1	0.583333	0.50375	0.258713	7525.0
619	3	1	9	1	0.5775	0.52	0.09205419999999999	7767.0
620	3	1	9	1	0.599167	0.577083	0.131846	7870.0
621	3	1	9	1	0.6125	0.637083	0.08272080000000001	7804.0
622	3	1	9	1	0.633333	0.6725	0.10386300000000001	8009.0
624	3	1	9	1	0.58	0.57	0.09018330000000001	7333.0
625	3	1	9	2	0.580833	0.734583	0.15174200000000002	6869.0
626	3	1	9	2	0.623333	0.8725	0.357587	4073.0
627	3	1	9	1	0.5525	0.536667	0.215175	7591.0
628	3	1	9	1	0.546667	0.618333	0.11816700000000001	7720.0
629	3	1	9	1	0.599167	0.66875	0.154229	8167.0
632	4	1	9	1	0.514167	0.492917	0.142404	7436.0
633	4	1	9	1	0.55	0.57	0.236321	7538.0
634	4	1	9	1	0.635	0.630833	0.2444	7733.0
635	4	1	9	2	0.65	0.690833	0.13434200000000002	7393.0
636	4	1	9	2	0.619167	0.69	0.164179	7415.0
638	4	1	9	1	0.526667	0.583333	0.134958	6889.0
639	4	1	10	2	0.520833	0.649167	0.09080419999999999	6778.0
640	4	1	10	3	0.5908329999999999	0.871667	0.104475	4639.0
641	4	1	10	2	0.6575	0.79375	0.0665458	7572.0
642	4	1	10	2	0.6575	0.722917	0.117546	7328.0
643	4	1	10	1	0.615	0.6275	0.10635	8156.0
645	4	1	10	2	0.415833	0.708333	0.14116199999999998	3510.0
646	4	1	10	2	0.383333	0.709583	0.189679	5478.0
647	4	1	10	2	0.446667	0.761667	0.1903	6392.0
648	4	1	10	1	0.514167	0.630833	0.18782100000000002	7691.0
649	4	1	10	1	0.435	0.463333	0.181596	7570.0
650	4	1	10	1	0.4375	0.539167	0.235092	7282.0
651	4	1	10	1	0.393333	0.494583	0.146142	7109.0
652	4	1	10	1	0.521667	0.640417	0.27861199999999997	6639.0
653	4	1	10	2	0.561667	0.7075	0.296037	5875.0
654	4	1	10	1	0.468333	0.558333	0.182221	7534.0
655	4	1	10	1	0.455833	0.692917	0.101371	7461.0
656	4	1	10	2	0.5225	0.728333	0.23693699999999998	7509.0
657	4	1	10	2	0.563333	0.815	0.134954	5424.0
659	4	1	10	1	0.464167	0.51	0.166054	6824.0
660	4	1	10	1	0.4875	0.568333	0.08148330000000001	7058.0
661	4	1	10	1	0.544167	0.641667	0.09454580000000001	7466.0
662	4	1	10	1	0.5875	0.63625	0.07277919999999999	7693.0
663	4	1	10	2	0.55	0.800417	0.124375	7359.0
664	4	1	10	2	0.545833	0.807083	0.132467	7444.0
666	4	1	10	2	0.4775	0.694583	0.179108	4459.0
667	4	1	10	3	0.44	0.88	0.3582	22.0
668	4	1	10	2	0.318182	0.8254549999999999	0.213009	1096.0
669	4	1	10	2	0.3575	0.666667	0.166667	5566.0
670	4	1	11	2	0.365833	0.581667	0.157346	5986.0
671	4	1	11	1	0.355	0.522083	0.266175	5847.0
672	4	1	11	2	0.343333	0.49125	0.270529	5138.0
673	4	1	11	1	0.325833	0.532917	0.179108	5107.0
674	4	1	11	1	0.31916700000000003	0.494167	0.236325	5259.0
675	4	1	11	1	0.280833	0.567083	0.173513	5686.0
676	4	1	11	2	0.295833	0.5475	0.304108	5035.0
677	4	1	11	1	0.352174	0.333478	0.347835	5315.0
678	4	1	11	1	0.361667	0.540833	0.214558	5992.0
679	4	1	11	1	0.389167	0.645417	0.05784580000000001	6536.0
681	4	1	11	1	0.485	0.741667	0.173517	6269.0
682	4	1	11	2	0.343333	0.662917	0.342046	4094.0
683	4	1	11	1	0.289167	0.552083	0.199625	5495.0
684	4	1	11	2	0.321667	0.620417	0.15298699999999998	5445.0
685	4	1	11	1	0.345	0.524583	0.171025	5698.0
686	4	1	11	1	0.325	0.545417	0.179729	5629.0
687	4	1	11	1	0.3425	0.692917	0.22761199999999998	4669.0
688	4	1	11	2	0.380833	0.623333	0.235067	5499.0
689	4	1	11	2	0.374167	0.685	0.082725	5634.0
690	4	1	11	1	0.353333	0.61375	0.103246	5146.0
691	4	1	11	1	0.34	0.580417	0.05287080000000001	2425.0
692	4	1	11	1	0.36833299999999997	0.56875	0.148021	3910.0
693	4	1	11	1	0.278333	0.40458299999999997	0.376871	2277.0
694	4	1	11	1	0.245833	0.468333	0.1505	2424.0
695	4	1	11	1	0.313333	0.535417	0.04665	5087.0
696	4	1	11	2	0.291667	0.786667	0.237562	3959.0
697	4	1	11	1	0.296667	0.50625	0.210821	5260.0
698	4	1	11	1	0.28087	0.555652	0.115522	5323.0
699	4	1	11	1	0.298333	0.649583	0.05847080000000001	5668.0
700	4	1	12	2	0.298333	0.806667	0.05970419999999999	5191.0
701	4	1	12	2	0.3475	0.823333	0.12437899999999999	4649.0
702	4	1	12	1	0.4525	0.7675	0.08272080000000001	6234.0
703	4	1	12	1	0.475833	0.73375	0.174129	6606.0
704	4	1	12	1	0.438333	0.485	0.324021	5729.0
705	4	1	12	1	0.255833	0.50875	0.174754	5375.0
706	4	1	12	2	0.320833	0.764167	0.1306	5008.0
707	4	1	12	2	0.38166700000000003	0.91125	0.101379	5582.0
708	4	1	12	2	0.384167	0.905417	0.157975	3228.0
709	4	1	12	2	0.43583299999999997	0.925	0.190308	5170.0
710	4	1	12	2	0.353333	0.5966670000000001	0.296037	5501.0
711	4	1	12	2	0.2975	0.538333	0.162937	5319.0
712	4	1	12	1	0.295833	0.485833	0.174129	5532.0
713	4	1	12	1	0.281667	0.642917	0.13122899999999998	5611.0
714	4	1	12	1	0.324167	0.650417	0.10635	5047.0
715	4	1	12	2	0.3625	0.83875	0.100742	3786.0
716	4	1	12	2	0.393333	0.907083	0.0982583	4585.0
717	4	1	12	1	0.410833	0.66625	0.221404	5557.0
718	4	1	12	1	0.3325	0.625417	0.184092	5267.0
719	4	1	12	2	0.33	0.667917	0.132463	4128.0
720	1	1	12	2	0.326667	0.556667	0.37438299999999997	3623.0
721	1	1	12	1	0.265833	0.44125	0.179108	1749.0
722	1	1	12	1	0.245833	0.515417	0.13308299999999998	1787.0
723	1	1	12	2	0.231304	0.791304	0.07723039999999999	920.0
724	1	1	12	2	0.291304	0.734783	0.168726	1013.0
725	1	1	12	3	0.243333	0.823333	0.316546	441.0
726	1	1	12	2	0.25416700000000003	0.652917	0.35013299999999997	2114.0
727	1	1	12	2	0.253333	0.59	0.155471	3095.0
728	1	1	12	2	0.253333	0.7529170000000001	0.124383	1341.0
729	1	1	12	1	0.255833	0.483333	0.350754	1796.0
730	1	1	12	2	0.215833	0.5775	0.154846	2729.0
